Name,Type,Master,X,Y
inst_132007,inst,AOI22xp33_ASAP7_75t_R,139.536,46.386
inst_132008,inst,AOI22xp33_ASAP7_75t_R,142.668,36.666
inst_132009,inst,NOR2xp33_ASAP7_75t_R,142.128,36.666
inst_132010,inst,AOI22xp33_ASAP7_75t_R,142.29,37.206
inst_132011,inst,DFFHQNx1_ASAP7_75t_R,136.566,47.736
inst_132012,inst,INVxp33_ASAP7_75t_R,136.836,48.276
inst_132013,inst,AOI221xp5_ASAP7_75t_SL,137.322,46.656
inst_132014,inst,AOI22xp33_ASAP7_75t_R,137.538,46.386
inst_132015,inst,OAI22xp33_ASAP7_75t_R,137.862,46.656
inst_132016,inst,AOI22xp33_ASAP7_75t_R,138.78,48.546
inst_132017,inst,OAI221xp5_ASAP7_75t_SL,138.726,48.006
inst_132018,inst,AOI22xp33_ASAP7_75t_R,138.78,47.736
inst_132019,inst,AOI22xp33_ASAP7_75t_R,137.106,49.086
inst_132020,inst,AOI221xp5_ASAP7_75t_SL,136.782,48.816
inst_132021,inst,AOI22xp33_ASAP7_75t_R,136.566,49.086
inst_132022,inst,DFFHQNx1_ASAP7_75t_R,135.864,44.496
inst_132023,inst,DFFHQNx1_ASAP7_75t_R,133.434,46.386
inst_132024,inst,DFFHQNx1_ASAP7_75t_R,133.542,45.576
inst_132025,inst,AOI22xp33_ASAP7_75t_R,134.622,45.846
inst_132026,inst,DFFHQNx1_ASAP7_75t_R,134.136,45.036
inst_132027,inst,INVxp33_ASAP7_75t_R,134.73,44.496
inst_132028,inst,DFFHQNx1_ASAP7_75t_R,133.596,45.306
inst_132031,inst,INVxp33_ASAP7_75t_R,133.434,45.306
inst_132032,inst,DFFHQNx1_ASAP7_75t_R,134.892,46.116
inst_132033,inst,INVxp33_ASAP7_75t_R,135.594,45.846
inst_132034,inst,AOI22xp33_ASAP7_75t_R,135.594,46.386
inst_132035,inst,OAI221xp5_ASAP7_75t_SL,135.0,45.306
inst_132036,inst,DFFHQNx1_ASAP7_75t_R,134.946,45.576
inst_132037,inst,AOI22xp33_ASAP7_75t_R,135.054,45.846
inst_132038,inst,OAI221xp5_ASAP7_75t_SL,135.54,44.766
inst_132039,inst,AOI22xp33_ASAP7_75t_R,135.216,44.496
inst_132040,inst,INVxp33_ASAP7_75t_R,135.054,44.766
inst_132041,inst,DFFHQNx1_ASAP7_75t_R,133.542,46.116
inst_132042,inst,AOI22xp33_ASAP7_75t_R,134.892,46.386
inst_132043,inst,DFFHQNx1_ASAP7_75t_R,133.488,47.196
inst_132044,inst,AOI22xp33_ASAP7_75t_R,134.514,46.656
inst_132045,inst,DFFHQNx1_ASAP7_75t_R,132.462,46.926
inst_132046,inst,OAI22xp33_ASAP7_75t_R,134.082,46.656
inst_132047,inst,OAI221xp5_ASAP7_75t_SL,133.812,46.926
inst_132048,inst,AOI22xp33_ASAP7_75t_L,131.436,47.196
inst_132049,inst,INVxp67_ASAP7_75t_R,134.838,46.656
inst_132050,inst,INVxp33_ASAP7_75t_R,135.378,46.926
inst_132051,inst,AOI221xp5_ASAP7_75t_SL,134.892,46.926
inst_132052,inst,AOI22xp33_ASAP7_75t_R,135.54,46.656
inst_132053,inst,AOI22xp33_ASAP7_75t_R,136.458,46.926
inst_132054,inst,AOI22xp33_ASAP7_75t_R,135.108,46.656
inst_132055,inst,DFFHQNx1_ASAP7_75t_R,137.592,45.036
inst_132056,inst,DFFHQNx1_ASAP7_75t_R,136.134,44.766
inst_132057,inst,DFFHQNx1_ASAP7_75t_R,138.294,44.766
inst_132058,inst,INVxp33_ASAP7_75t_R,138.078,44.496
inst_132059,inst,AOI22xp33_ASAP7_75t_R,138.24,44.226
inst_132060,inst,INVxp33_ASAP7_75t_R,138.672,44.496
inst_132061,inst,INVxp33_ASAP7_75t_R,136.944,45.306
inst_132062,inst,NOR5xp2_ASAP7_75t_SL,137.106,45.036
inst_132063,inst,DFFHQNx1_ASAP7_75t_R,135.702,44.226
inst_132064,inst,INVxp33_ASAP7_75t_R,137.538,43.956
inst_132065,inst,DFFHQNx1_ASAP7_75t_R,136.512,43.686
inst_132066,inst,AOI221xp5_ASAP7_75t_SL,137.106,44.496
inst_132067,inst,OAI22xp33_ASAP7_75t_R,136.944,39.906
inst_132068,inst,INVxp33_ASAP7_75t_R,137.916,39.636
inst_132069,inst,AOI22xp33_ASAP7_75t_R,137.808,39.906
inst_132070,inst,DFFHQNx1_ASAP7_75t_R,135.702,45.036
inst_132071,inst,OAI221xp5_ASAP7_75t_SL,137.646,44.226
inst_132072,inst,AOI221xp5_ASAP7_75t_SL,137.43,44.766
inst_132073,inst,OAI221xp5_ASAP7_75t_SL,137.214,45.306
inst_132074,inst,AOI22xp33_ASAP7_75t_R,136.782,43.956
inst_132075,inst,AOI22xp33_ASAP7_75t_R,137.214,44.226
inst_132076,inst,DFFHQNx1_ASAP7_75t_R,135.378,47.736
inst_132077,inst,AOI22xp33_ASAP7_75t_R,135.702,46.926
inst_132078,inst,DFFHQNx1_ASAP7_75t_R,138.132,46.926
inst_132079,inst,DFFHQNx1_ASAP7_75t_R,135.81,48.546
inst_132082,inst,DFFHQNx1_ASAP7_75t_R,138.294,46.116
inst_132083,inst,INVxp33_ASAP7_75t_R,137.97,46.386
inst_132084,inst,OAI221xp5_ASAP7_75t_SL,138.51,46.386
inst_132085,inst,AOI22xp33_ASAP7_75t_R,138.78,49.356
inst_132086,inst,AOI22xp33_ASAP7_75t_R,138.726,48.816
inst_132087,inst,INVxp33_ASAP7_75t_R,138.348,46.656
inst_132088,inst,AOI22xp33_ASAP7_75t_R,138.348,47.736
inst_132089,inst,AOI221xp5_ASAP7_75t_SL,138.402,47.466
inst_132090,inst,DFFHQNx1_ASAP7_75t_R,156.6,15.876
inst_132091,inst,DFFHQNx1_ASAP7_75t_R,154.224,18.306
inst_132092,inst,DFFHQNx1_ASAP7_75t_R,155.412,15.876
inst_132093,inst,DFFHQNx1_ASAP7_75t_R,153.522,20.196
inst_132094,inst,DFFHQNx1_ASAP7_75t_R,154.17,18.576
inst_132095,inst,DFFHQNx1_ASAP7_75t_R,150.498,19.656
inst_132099,inst,INVxp33_ASAP7_75t_R,151.632,19.386
inst_132100,inst,DFFHQNx1_ASAP7_75t_R,153.306,19.656
inst_132101,inst,NAND2xp33_ASAP7_75t_R,151.902,19.656
inst_132102,inst,DFFHQNx1_ASAP7_75t_R,150.174,23.976
inst_132103,inst,AOI22xp33_ASAP7_75t_R,153.846,18.576
inst_132104,inst,DFFHQNx1_ASAP7_75t_R,154.008,18.846
inst_132105,inst,AOI22xp33_ASAP7_75t_R,154.224,19.116
inst_132107,inst,INVxp33_ASAP7_75t_R,154.602,17.766
inst_132108,inst,NAND5xp2_ASAP7_75t_SL,154.494,18.036
inst_132109,inst,AOI22xp33_ASAP7_75t_R,147.96,33.426
inst_132110,inst,AOI22xp33_ASAP7_75t_R,147.906,33.696
inst_132111,inst,NOR2xp33_ASAP7_75t_R,154.818,19.116
inst_132112,inst,INVxp33_ASAP7_75t_R,154.386,19.656
inst_132113,inst,DFFHQNx1_ASAP7_75t_R,153.306,21.276
inst_132114,inst,DFFHQNx1_ASAP7_75t_R,157.194,18.846
inst_132115,inst,DFFHQNx1_ASAP7_75t_R,156.654,19.116
inst_132116,inst,DFFHQNx1_ASAP7_75t_R,155.412,19.116
inst_132117,inst,DFFHQNx1_ASAP7_75t_R,155.412,19.386
inst_132118,inst,AOI22xp33_ASAP7_75t_R,156.006,18.576
inst_132120,inst,AOI22xp33_ASAP7_75t_R,156.114,18.846
inst_132121,inst,DFFHQNx1_ASAP7_75t_R,155.25,21.006
inst_132122,inst,DFFHQNx1_ASAP7_75t_R,153.684,20.466
inst_132123,inst,DFFHQNx1_ASAP7_75t_R,154.332,20.736
inst_132124,inst,AOI22xp33_ASAP7_75t_R,154.926,20.466
inst_132125,inst,AOI22xp33_ASAP7_75t_R,154.062,21.546
inst_132126,inst,AOI22xp33_ASAP7_75t_R,154.602,21.276
inst_132127,inst,AOI221xp5_ASAP7_75t_SL,154.548,21.006
inst_132128,inst,NAND3xp33_ASAP7_75t_R,155.736,19.926
inst_132129,inst,AOI22xp33_ASAP7_75t_R,155.682,20.196
inst_132130,inst,AOI22xp33_ASAP7_75t_R,154.872,19.386
inst_132131,inst,OAI221xp5_ASAP7_75t_SL,154.764,19.656
inst_132132,inst,AOI22xp33_ASAP7_75t_R,154.872,20.196
inst_132133,inst,DFFHQNx1_ASAP7_75t_R,155.412,20.466
inst_132135,inst,DFFHQNx1_ASAP7_75t_R,156.33,19.656
inst_132137,inst,INVxp33_ASAP7_75t_R,154.764,22.086
inst_132138,inst,AOI22xp33_ASAP7_75t_R,155.25,18.846
inst_132139,inst,AOI22xp33_ASAP7_75t_R,155.304,18.576
inst_132140,inst,AOI22xp33_ASAP7_75t_R,155.304,19.926
inst_132141,inst,AOI22xp33_ASAP7_75t_R,155.304,19.656
inst_132142,inst,DFFHQNx1_ASAP7_75t_R,157.086,18.306
inst_132143,inst,AOI22xp33_ASAP7_75t_R,156.762,18.576
inst_132144,inst,DFFHQNx1_ASAP7_75t_R,157.626,17.226
inst_132145,inst,AOI22xp33_ASAP7_75t_R,157.464,18.576
inst_132146,inst,INVxp33_ASAP7_75t_R,158.166,18.036
inst_132147,inst,DFFHQNx1_ASAP7_75t_R,157.14,17.496
inst_132148,inst,AOI22xp33_ASAP7_75t_R,157.086,16.956
inst_132149,inst,AOI22xp33_ASAP7_75t_R,157.032,17.226
inst_132150,inst,DFFHQNx1_ASAP7_75t_R,156.276,19.926
inst_132152,inst,AOI22xp33_ASAP7_75t_R,156.6,18.846
inst_132153,inst,AOI22xp33_ASAP7_75t_R,154.656,36.936
inst_132154,inst,INVxp33_ASAP7_75t_R,156.114,24.786
inst_132156,inst,OAI221xp5_ASAP7_75t_SL,155.304,18.036
inst_132157,inst,AOI22xp33_ASAP7_75t_R,156.438,18.036
inst_132158,inst,DFFHQNx1_ASAP7_75t_R,150.768,20.736
inst_132159,inst,DFFHQNx1_ASAP7_75t_R,152.82,21.816
inst_132160,inst,DFFHQNx1_ASAP7_75t_R,151.632,21.816
inst_132161,inst,DFFHQNx1_ASAP7_75t_R,151.524,20.196
inst_132163,inst,AOI22xp33_ASAP7_75t_R,153.414,21.546
inst_132164,inst,AOI221xp5_ASAP7_75t_SL,152.82,21.546
inst_132165,inst,AOI22xp33_ASAP7_75t_R,152.388,21.276
inst_132166,inst,DFFHQNx1_ASAP7_75t_R,151.578,19.926
inst_132167,inst,AOI22xp33_ASAP7_75t_R,152.982,20.736
inst_132169,inst,DFFHQNx1_ASAP7_75t_R,152.496,19.116
inst_132170,inst,NOR2xp33_ASAP7_75t_R,152.82,19.656
inst_132171,inst,AOI22xp33_ASAP7_75t_R,153.198,20.466
inst_132172,inst,AOI221xp5_ASAP7_75t_SL,152.55,20.466
inst_132173,inst,OAI221xp5_ASAP7_75t_SL,152.766,20.196
inst_132174,inst,DFFHQNx1_ASAP7_75t_R,152.496,19.386
inst_132175,inst,AOI22xp33_ASAP7_75t_R,153.09,19.926
inst_132176,inst,DFFHQNx1_ASAP7_75t_R,151.254,20.466
inst_132177,inst,DFFHQNx1_ASAP7_75t_R,153.306,21.006
inst_132178,inst,AOI22xp33_ASAP7_75t_R,151.956,21.276
inst_132179,inst,INVxp33_ASAP7_75t_R,152.442,21.006
inst_132180,inst,INVxp33_ASAP7_75t_R,151.74,21.276
inst_132181,inst,DFFHQNx1_ASAP7_75t_R,151.254,21.006
inst_132182,inst,OAI221xp5_ASAP7_75t_SL,152.118,20.736
inst_132183,inst,OAI221xp5_ASAP7_75t_SL,143.316,49.896
inst_132184,inst,AOI22xp33_ASAP7_75t_R,143.964,49.626
inst_132185,inst,AOI22xp33_ASAP7_75t_L,144.018,49.356
inst_132186,inst,AOI22xp33_ASAP7_75t_R,152.712,21.006
inst_132187,inst,INVxp33_ASAP7_75t_R,153.09,21.006
inst_132188,inst,AOI22xp33_ASAP7_75t_R,154.17,23.706
inst_132189,inst,AOI221xp5_ASAP7_75t_SL,153.684,24.246
inst_132190,inst,AOI221xp5_ASAP7_75t_SL,153.576,23.706
inst_132191,inst,DFFHQNx1_ASAP7_75t_R,150.498,21.546
inst_132192,inst,NAND5xp2_ASAP7_75t_SL,150.93,21.276
inst_132193,inst,DFFHQNx1_ASAP7_75t_R,150.336,22.086
inst_132194,inst,DFFHQNx1_ASAP7_75t_R,149.202,22.626
inst_132195,inst,AOI22xp33_ASAP7_75t_R,145.8,31.266
inst_132196,inst,AOI22xp33_ASAP7_75t_R,149.688,23.436
inst_132197,inst,OAI22xp33_ASAP7_75t_R,149.85,22.896
inst_132198,inst,DFFHQNx1_ASAP7_75t_R,150.174,23.166
inst_132199,inst,DFFHQNx1_ASAP7_75t_R,148.662,23.166
inst_132201,inst,AOI22xp33_ASAP7_75t_R,150.444,22.626
inst_132202,inst,AOI22xp33_ASAP7_75t_R,150.822,22.356
inst_132203,inst,NOR5xp2_ASAP7_75t_SL,150.984,22.896
inst_132204,inst,DFFHQNx1_ASAP7_75t_R,150.552,23.436
inst_132205,inst,AOI22xp33_ASAP7_75t_R,150.174,23.436
inst_132206,inst,AOI22xp33_ASAP7_75t_L,147.258,28.566
inst_132207,inst,AOI22xp33_ASAP7_75t_R,149.634,23.706
inst_132208,inst,AOI22xp33_ASAP7_75t_R,150.12,23.706
inst_132209,inst,INVxp67_ASAP7_75t_R,151.524,21.276
inst_132210,inst,OAI22xp33_ASAP7_75t_R,151.092,21.816
inst_132211,inst,INVxp33_ASAP7_75t_R,151.254,22.356
inst_132212,inst,DFFHQNx1_ASAP7_75t_R,155.412,18.306
inst_132213,inst,DFFHQNx1_ASAP7_75t_R,156.114,16.146
inst_132214,inst,DFFHQNx1_ASAP7_75t_R,155.412,16.956
inst_132215,inst,OAI221xp5_ASAP7_75t_SL,155.628,17.766
inst_132216,inst,INVxp33_ASAP7_75t_R,156.924,17.766
inst_132217,inst,AOI22xp33_ASAP7_75t_R,156.546,17.496
inst_132218,inst,AOI22xp33_ASAP7_75t_R,156.492,17.226
inst_132220,inst,AOI22xp33_ASAP7_75t_R,155.844,18.036
inst_132221,inst,AOI22xp33_ASAP7_75t_R,156.114,17.496
inst_132222,inst,DFFHQNx1_ASAP7_75t_R,156.87,18.036
inst_132223,inst,AOI22xp33_ASAP7_75t_R,155.682,17.496
inst_132224,inst,AOI22xp33_ASAP7_75t_R,156.114,17.766
inst_132225,inst,AOI22xp33_ASAP7_75t_R,155.196,17.766
inst_132226,inst,AOI22xp33_ASAP7_75t_R,156.492,17.766
inst_132227,inst,DFFHQNx1_ASAP7_75t_R,156.33,15.606
inst_132228,inst,DFFHQNx1_ASAP7_75t_R,155.034,15.336
inst_132229,inst,DFFHQNx1_ASAP7_75t_R,152.712,18.036
inst_132230,inst,DFFHQNx1_ASAP7_75t_R,154.116,14.526
inst_132231,inst,AOI22xp33_ASAP7_75t_R,154.494,15.876
inst_132232,inst,INVxp67_ASAP7_75t_R,154.656,16.956
inst_132233,inst,DFFHQNx1_ASAP7_75t_R,153.036,16.146
inst_132234,inst,INVxp33_ASAP7_75t_R,154.17,15.876
inst_132235,inst,AOI22xp33_ASAP7_75t_R,154.17,16.146
inst_132236,inst,AOI22xp33_ASAP7_75t_R,153.63,18.306
inst_132237,inst,AOI22xp33_ASAP7_75t_R,153.144,18.306
inst_132238,inst,DFFHQNx1_ASAP7_75t_R,152.982,15.606
inst_132239,inst,DFFHQNx1_ASAP7_75t_R,154.116,14.796
inst_132240,inst,OAI221xp5_ASAP7_75t_SL,154.494,15.606
inst_132241,inst,AOI22xp33_ASAP7_75t_R,153.9,16.686
inst_132242,inst,OAI22xp33_ASAP7_75t_R,154.386,16.686
inst_132243,inst,INVxp33_ASAP7_75t_R,154.116,15.336
inst_132244,inst,DFFHQNx1_ASAP7_75t_R,153.252,16.956
inst_132245,inst,OAI221xp5_ASAP7_75t_SL,153.576,17.496
inst_132246,inst,DFFHQNx1_ASAP7_75t_R,153.198,15.066
inst_132247,inst,AOI22xp33_ASAP7_75t_R,153.738,17.226
inst_132248,inst,INVxp33_ASAP7_75t_R,153.792,15.336
inst_132249,inst,DFFHQNx1_ASAP7_75t_R,152.82,17.766
inst_132250,inst,AOI22xp33_ASAP7_75t_R,154.008,18.036
inst_132251,inst,OAI221xp5_ASAP7_75t_SL,154.062,17.766
inst_132252,inst,AOI22xp33_ASAP7_75t_R,153.63,18.846
inst_132253,inst,AOI221xp5_ASAP7_75t_SL,153.468,18.576
inst_132254,inst,DFFHQNx1_ASAP7_75t_R,153.036,15.876
inst_132255,inst,AOI22xp33_ASAP7_75t_R,153.414,16.686
inst_132256,inst,DFFHQNx1_ASAP7_75t_R,155.142,15.606
inst_132257,inst,INVxp33_ASAP7_75t_R,155.412,16.146
inst_132258,inst,AOI22xp33_ASAP7_75t_L,154.98,21.816
inst_132259,inst,AOI22xp33_ASAP7_75t_R,155.358,16.686
inst_132260,inst,AOI22xp33_ASAP7_75t_R,154.926,15.876
inst_132261,inst,INVxp33_ASAP7_75t_R,154.548,15.336
inst_132262,inst,DFFHQNx1_ASAP7_75t_R,154.332,17.496
inst_132263,inst,AOI22xp33_ASAP7_75t_R,154.926,16.686
inst_132264,inst,AOI22xp33_ASAP7_75t_R,154.332,22.356
inst_132265,inst,NOR5xp2_ASAP7_75t_SL,154.224,22.086
inst_132266,inst,AOI221xp5_ASAP7_75t_SL,153.738,22.356
inst_132267,inst,DFFHQNx1_ASAP7_75t_R,155.088,21.546
inst_132268,inst,DFFHQNx1_ASAP7_75t_R,154.44,16.416
inst_132269,inst,DFFHQNx1_ASAP7_75t_R,156.6,16.416
inst_132270,inst,AOI22xp33_ASAP7_75t_R,156.654,16.686
inst_132272,inst,AOI22xp33_ASAP7_75t_R,156.114,16.686
inst_132273,inst,AOI221xp5_ASAP7_75t_SL,155.736,16.416
inst_132274,inst,DFFHQNx1_ASAP7_75t_R,154.44,17.226
inst_132275,inst,INVxp33_ASAP7_75t_R,154.386,16.956
inst_132276,inst,DFFHQNx1_ASAP7_75t_R,153.63,19.386
inst_132280,inst,AOI22xp33_ASAP7_75t_R,154.116,21.816
inst_132281,inst,AOI22xp33_ASAP7_75t_R,154.602,21.816
inst_132282,inst,AOI22xp33_ASAP7_75t_R,155.466,21.816
inst_132283,inst,INVxp67_ASAP7_75t_R,155.088,21.276
inst_132286,inst,DFFHQNx1_ASAP7_75t_R,148.662,17.226
inst_132287,inst,DFFHQNx1_ASAP7_75t_R,151.254,16.416
inst_132288,inst,DFFHQNx1_ASAP7_75t_R,150.984,16.686
inst_132289,inst,DFFHQNx1_ASAP7_75t_R,150.552,18.036
inst_132290,inst,DFFHQNx1_ASAP7_75t_R,151.254,18.576
inst_132291,inst,DFFHQNx1_ASAP7_75t_R,149.85,17.766
inst_132292,inst,DFFHQNx1_ASAP7_75t_R,151.794,17.496
inst_132293,inst,DFFHQNx1_ASAP7_75t_R,151.686,17.766
inst_132294,inst,DFFHQNx1_ASAP7_75t_R,150.39,17.496
inst_132295,inst,AOI22xp33_ASAP7_75t_R,151.362,17.226
inst_132296,inst,INVxp33_ASAP7_75t_R,152.118,16.686
inst_132297,inst,AOI22xp33_ASAP7_75t_R,151.794,16.956
inst_132298,inst,DFFHQNx1_ASAP7_75t_R,150.39,20.196
inst_132299,inst,DFFHQNx1_ASAP7_75t_R,150.768,19.116
inst_132300,inst,INVxp33_ASAP7_75t_R,149.958,17.496
inst_132301,inst,OAI22xp33_ASAP7_75t_R,152.01,19.386
inst_132302,inst,INVxp33_ASAP7_75t_R,151.47,19.386
inst_132303,inst,AOI22xp33_ASAP7_75t_R,150.93,19.386
inst_132304,inst,INVxp33_ASAP7_75t_R,150.714,19.926
inst_132305,inst,AOI22xp33_ASAP7_75t_R,151.578,22.086
inst_132306,inst,AOI22xp33_ASAP7_75t_R,151.794,22.356
inst_132307,inst,AOI22xp33_ASAP7_75t_R,152.064,22.086
inst_132308,inst,DFFHQNx1_ASAP7_75t_R,151.146,18.846
inst_132309,inst,INVxp33_ASAP7_75t_R,152.982,17.496
inst_132310,inst,DFFHQNx1_ASAP7_75t_R,151.902,18.306
inst_132311,inst,AOI22xp33_ASAP7_75t_R,151.794,18.036
inst_132312,inst,OAI22xp33_ASAP7_75t_R,151.308,18.306
inst_132313,inst,NAND5xp2_ASAP7_75t_SL,152.442,18.846
inst_132314,inst,NOR2xp33_ASAP7_75t_L,152.28,18.036
inst_132315,inst,AOI22xp33_ASAP7_75t_R,150.66,18.576
inst_132316,inst,INVxp33_ASAP7_75t_R,151.308,17.766
inst_132317,inst,DFFHQNx1_ASAP7_75t_R,152.118,14.796
inst_132318,inst,DFFHQNx1_ASAP7_75t_R,151.254,13.446
inst_132319,inst,DFFHQNx1_ASAP7_75t_R,150.39,13.986
inst_132320,inst,OAI221xp5_ASAP7_75t_SL,149.904,14.526
inst_132321,inst,OAI221xp5_ASAP7_75t_SL,149.904,14.796
inst_132322,inst,AOI22xp33_ASAP7_75t_R,149.85,13.986
inst_132323,inst,AOI22xp33_ASAP7_75t_R,151.578,14.256
inst_132324,inst,INVxp33_ASAP7_75t_R,151.578,13.716
inst_132325,inst,DFFHQNx1_ASAP7_75t_R,151.956,14.526
inst_132326,inst,AOI22xp33_ASAP7_75t_R,151.848,15.066
inst_132327,inst,AOI22xp33_ASAP7_75t_R,152.442,15.066
inst_132328,inst,DFFHQNx1_ASAP7_75t_R,150.93,15.606
inst_132329,inst,AOI22xp33_ASAP7_75t_R,151.146,15.066
inst_132330,inst,AOI22xp33_ASAP7_75t_R,151.632,15.876
inst_132333,inst,DFFHQNx1_ASAP7_75t_R,152.01,13.986
inst_132334,inst,DFFHQNx1_ASAP7_75t_R,152.226,15.336
inst_132335,inst,AOI22xp33_ASAP7_75t_R,151.254,15.336
inst_132336,inst,AOI22xp33_ASAP7_75t_R,152.064,15.606
inst_132337,inst,DFFHQNx1_ASAP7_75t_R,151.956,16.146
inst_132338,inst,AOI22xp33_ASAP7_75t_R,152.496,15.606
inst_132339,inst,INVxp67_ASAP7_75t_R,152.874,18.576
inst_132340,inst,OAI221xp5_ASAP7_75t_SL,152.388,16.686
inst_132341,inst,AOI22xp33_ASAP7_75t_R,152.496,16.416
inst_132342,inst,AOI22xp33_ASAP7_75t_R,151.632,14.796
inst_132343,inst,NAND2xp33_ASAP7_75t_R,151.2,14.256
inst_132344,inst,AOI22xp33_ASAP7_75t_R,151.2,14.526
inst_132345,inst,DFFHQNx1_ASAP7_75t_R,148.23,18.576
inst_132346,inst,DFFHQNx1_ASAP7_75t_R,149.688,18.846
inst_132347,inst,AOI22xp33_ASAP7_75t_R,150.012,19.116
inst_132348,inst,AOI22xp33_ASAP7_75t_R,150.39,19.386
inst_132349,inst,DFFHQNx1_ASAP7_75t_R,149.31,18.576
inst_132350,inst,DFFHQNx1_ASAP7_75t_R,148.122,17.766
inst_132351,inst,NOR5xp2_ASAP7_75t_SL,148.986,18.036
inst_132352,inst,AOI221xp5_ASAP7_75t_SL,148.932,18.306
inst_132353,inst,DFFHQNx1_ASAP7_75t_R,146.664,18.036
inst_132354,inst,AOI22xp33_ASAP7_75t_R,147.15,18.576
inst_132355,inst,DFFHQNx1_ASAP7_75t_R,149.472,18.036
inst_132356,inst,INVxp33_ASAP7_75t_R,150.984,18.306
inst_132357,inst,AOI22xp33_ASAP7_75t_R,150.552,18.306
inst_132358,inst,AOI22xp33_ASAP7_75t_R,150.066,18.306
inst_132359,inst,OAI211xp5_ASAP7_75t_R,146.664,19.386
inst_132360,inst,AOI22xp33_ASAP7_75t_R,146.772,19.656
inst_132361,inst,DFFHQNx1_ASAP7_75t_R,147.042,17.766
inst_132362,inst,AOI22xp33_ASAP7_75t_R,147.69,18.576
inst_132363,inst,OAI221xp5_ASAP7_75t_SL,147.69,18.306
inst_132364,inst,AOI22xp33_ASAP7_75t_R,148.446,18.036
inst_132365,inst,INVxp33_ASAP7_75t_R,148.122,18.036
inst_132366,inst,DFFHQNx1_ASAP7_75t_R,148.716,17.496
inst_132367,inst,AOI22xp33_ASAP7_75t_R,149.526,18.306
inst_132368,inst,NAND2xp33_ASAP7_75t_R,149.526,17.766
inst_132371,inst,AOI22xp33_ASAP7_75t_R,149.634,19.386
inst_132372,inst,DFFHQNx1_ASAP7_75t_R,148.392,19.386
inst_132373,inst,AOI22xp33_ASAP7_75t_R,149.31,19.116
inst_132374,inst,AOI22xp33_ASAP7_75t_R,148.878,19.116
inst_132375,inst,AOI22xp33_ASAP7_75t_R,150.552,21.816
inst_132376,inst,INVxp33_ASAP7_75t_R,150.606,20.466
inst_132377,inst,DFFHQNx1_ASAP7_75t_R,147.744,21.546
inst_132378,inst,DFFHQNx1_ASAP7_75t_R,148.284,23.706
inst_132379,inst,DFFHQNx1_ASAP7_75t_R,148.5,23.436
inst_132380,inst,AOI22xp33_ASAP7_75t_R,148.77,22.356
inst_132381,inst,AOI22xp33_ASAP7_75t_R,148.77,20.736
inst_132382,inst,AOI22xp33_ASAP7_75t_R,148.284,22.356
inst_132383,inst,INVxp33_ASAP7_75t_R,148.284,23.166
inst_132384,inst,DFFHQNx1_ASAP7_75t_R,149.31,21.816
inst_132385,inst,DFFHQNx1_ASAP7_75t_R,149.958,17.226
inst_132386,inst,INVxp33_ASAP7_75t_R,150.552,16.416
inst_132387,inst,DFFHQNx1_ASAP7_75t_R,150.012,21.006
inst_132388,inst,INVxp33_ASAP7_75t_R,150.282,20.466
inst_132389,inst,INVxp33_ASAP7_75t_R,150.174,21.276
inst_132390,inst,AOI22xp33_ASAP7_75t_R,150.174,20.736
inst_132391,inst,AOI22xp33_ASAP7_75t_R,149.58,20.736
inst_132392,inst,AOI221xp5_ASAP7_75t_SL,149.634,21.276
inst_132393,inst,DFFHQNx1_ASAP7_75t_R,149.364,22.356
inst_132394,inst,AOI22xp33_ASAP7_75t_R,149.796,22.086
inst_132395,inst,DFFHQNx1_ASAP7_75t_R,149.904,16.956
inst_132396,inst,OAI221xp5_ASAP7_75t_SL,150.66,14.526
inst_132397,inst,AOI221xp5_ASAP7_75t_SL,150.66,14.796
inst_132398,inst,AOI22xp33_ASAP7_75t_R,150.714,15.336
inst_132399,inst,INVxp33_ASAP7_75t_R,149.58,21.546
inst_132400,inst,AOI22xp33_ASAP7_75t_R,150.336,21.276
inst_132401,inst,AOI22xp33_ASAP7_75t_R,149.85,21.546
inst_132402,inst,AOI22xp33_ASAP7_75t_R,147.906,22.896
inst_132403,inst,AOI22xp33_ASAP7_75t_R,148.446,22.896
inst_132404,inst,AOI221xp5_ASAP7_75t_SL,151.146,16.956
inst_132405,inst,AOI22xp33_ASAP7_75t_R,150.876,16.416
inst_132406,inst,AOI22xp33_ASAP7_75t_R,151.146,16.146
inst_132407,inst,DFFHQNx1_ASAP7_75t_R,147.528,20.196
inst_132408,inst,DFFHQNx1_ASAP7_75t_R,148.662,20.466
inst_132409,inst,DFFHQNx1_ASAP7_75t_R,147.474,22.626
inst_132410,inst,DFFHQNx1_ASAP7_75t_R,148.5,22.086
inst_132411,inst,DFFHQNx1_ASAP7_75t_R,147.258,25.056
inst_132412,inst,DFFHQNx1_ASAP7_75t_R,147.42,23.436
inst_132413,inst,DFFHQNx1_ASAP7_75t_R,147.96,25.866
inst_132414,inst,AOI221xp5_ASAP7_75t_SL,147.798,26.946
inst_132415,inst,INVxp33_ASAP7_75t_R,148.068,26.136
inst_132416,inst,AOI22xp33_ASAP7_75t_R,147.798,27.486
inst_132417,inst,AOI22xp33_ASAP7_75t_R,147.798,26.676
inst_132418,inst,AOI22xp33_ASAP7_75t_R,147.906,26.406
inst_132419,inst,DFFHQNx1_ASAP7_75t_R,146.988,21.276
